,OsloO,OsloS,OsloN,OsloV,Aas,Moss,Fredrikstad,Sarpsborg,Drammen,Lillestrom,Jessheim,Honefoss,Nesbyen,Gol,Geilo,Kongsberg,Porsgrunn,Seljord,Horten,Sandefjord,Rauland,Risor,Arendal,Grimstad,KristiansandS,KristiansandN,Mandal,Lyngdal,Vestbygd,Flekkefjord,Tonstad,Evje,Rysstad,Hovden,Aamli,Egersund,Heskestad,Byrkjedal,Bryne,Erfjord,StavangerS,StavangerO,StavangerV,Aardal,Sauda,Vikedal,Aksdal,Haugesund,Ferkingstad,Bomlo,Skaanevik,Roldal,Odda,Rosendal,Mundheim,Osoyro,Fusa,Austevoll,Eikelandsosen,Norheimsund,Kinsarvik,Eidfjord,Vossevangen,BergenS,Loddefjord,BergenN,Nyborg,Aagotnes,Flaam,Sogndal,Forde,Nordfjordeid,Maaloy,Kongsvinger,Flisa,Hamar,Gjovik,Lillehammer,Trysil,Koppang,Vinstra,Beitostolen,Lom,Dokka,Hodalen,Alvdal,Dombaas,Vestre Gausdal,Fagernes,Geiranger,Volda,Ulsteinvik,Aalesund,Aandalsnes,Molde,Tingvoll,Sunndalsora,Kristiansund,Rindal,Orkanger,Hestvika,Kvenvaer,Sistranda,Titran,Oppdal,Berkaak,Rennebu,Storen,Melhus,TrondheimV,TrondheimS,TrondheimN,TrondheimO,Roros,Haltdalen,Selbu,Hommelvik,Stjordal,Meraaker,Frosta,Vanvikan,Brekstad,Levanger,Mosvik,Steinkjer,Aafjord,Steinsdalen,Flatanger,Namsos,Namsskogan,Foldereid,Rorvik,Bronnoysund,Hattfjelldal,Mosjoen,Sandnessjoen,Mo i Rana,Jektvik,Glomfjord,Krokstranda,Storjord,Fauske,Bodo,Morsvikbotn,Leinesfjorden,Hamsund,Ballangen,Narvik,Sortland,Andenes,Nordland,Leknes,Sorvaagen,Harstad,Bardufoss,Gryllefjord,Elverhoy,Tromso,Skulsfjord,Hansnes,Finnsnes,Olderdalen,Skjervoy,Alta,Kautokeino,Karasjok,Lakselv,Olderfjord,Honningsvaag,Hammerfest,Veidnes,Mehamn,Borselv,Tana bru,Tana,Vadso,Kirkenes,Vardo,Baatsfjord
TrondheimV,487.704,495.86,494.27,498.98,522.462,549.392,581.335,580.317,538.896,477.28,453.828,485.304,500.447,481.705,529.645,566.205,638.718,645.348,564.56,604.496,688.834,714.838,740,757.213,803.136,800.854,852.919,885.309,918.407,915.95,910.076,809.005,771.134,760.216,747.346,965.041,945.958,951.902,921.708,842.716,897.714,895.204,891.214,883.763,794.818,817.112,820.681,822.09,850.854,782.965,790.919,759.619,718.224,764.29,746.271,712.296,724.274,725.034,730.101,703.704,677.435,678.773,632.191,693.371,692.053,682.903,673.193,709.292,567.016,496.642,511.52,408.216,462.708,452.423,402.598,382.026,394.81,352.458,346.265,271.862,273.926,464.335,282.544,404.238,202.706,191.715,198.783,349.44,430.31,350.1,370.188,344.175,320.415,298.059,240.266,178.631,170.153,212.077,99.128,43.795,118.287,160.671,149.605,177.113,120.067,84.647,85.453,52.009,23.353,0,8.27,8.654,13.185,156.46,108.472,75.308,31.385,42.932,89.574,79.26,33.463,104.23,89.799,100.263,128.838,90.322,160.484,198.661,185.939,280.616,283.969,272.451,380.63,380.666,397.149,460.21,483.117,604.624,673.915,544.367,627.301,659.037,711.857,733.872,817.792,822.812,863.22,909.928,902.289,997.86,894.296,870.456,812.808,920.635,1011.866,1036.699,1142.966,1147.105,1167.246,1205.004,1054.469,1174.973,1243.029,1382.067,1312.568,1440.833,1514.194,1490.215,1590.42,1522.218,1629.546,1721.209,1555.955,1533.958,1564.388,1593.154,1608.345,1668.448,1639.538
TrondheimS,483.451,491.607,490.017,494.727,518.209,545.139,577.082,576.064,534.643,473.027,449.575,481.051,496.194,477.452,525.392,561.952,634.465,641.095,560.307,600.243,684.581,710.585,735.747,752.96,798.883,796.601,848.666,881.056,914.154,911.697,905.823,804.752,766.881,755.963,743.093,960.788,941.705,947.649,917.455,842.291,893.461,890.951,886.961,883.338,794.393,816.687,816.428,817.837,846.601,778.712,790.494,759.194,717.799,763.865,742.875,708.043,720.021,720.781,725.848,703.279,677.01,678.348,631.766,689.118,687.8,678.65,668.94,705.039,566.591,496.217,507.267,403.963,458.455,448.17,398.345,377.773,390.557,348.205,342.012,267.609,269.673,460.082,278.291,399.985,198.453,187.462,194.53,345.187,426.057,345.847,365.935,339.922,316.162,293.806,236.013,174.378,165.9,207.824,94.875,39.542,114.034,156.418,145.352,172.86,115.814,80.394,81.2,47.756,19.1,8.885,0,3.977,8.042,152.207,104.219,67.607,23.684,35.231,81.873,71.559,33.038,99.977,82.098,99.838,121.137,89.897,160.059,198.236,185.514,272.915,276.268,272.026,372.929,372.965,389.448,452.509,475.416,604.199,673.49,536.666,619.6,651.336,704.156,726.171,810.091,815.111,855.519,902.227,894.588,990.159,886.595,862.755,805.107,912.934,1004.165,1028.998,1135.265,1139.404,1159.545,1197.303,1046.768,1167.272,1235.328,1374.366,1304.867,1433.132,1506.493,1482.514,1582.719,1514.517,1621.845,1713.508,1548.254,1526.257,1556.687,1585.453,1607.92,1660.747,1631.837
TrondheimN,485.567,493.723,492.133,496.843,520.325,547.255,579.198,578.18,536.759,475.143,451.691,483.167,498.31,479.568,527.508,564.068,636.581,643.211,562.423,602.359,686.697,712.701,737.863,755.076,800.999,798.717,850.782,883.172,916.27,913.813,907.939,806.868,768.997,758.079,745.209,962.904,943.821,949.765,919.571,838.314,895.577,893.067,889.077,879.361,790.416,812.71,818.544,819.953,848.717,780.828,786.517,755.217,713.822,759.888,741.869,710.159,722.137,722.897,727.964,699.302,673.033,674.371,627.789,691.234,689.916,680.766,671.056,707.155,562.614,492.24,509.383,406.079,460.571,450.286,400.461,379.889,392.673,350.321,344.128,269.725,271.789,462.198,280.407,402.101,200.569,189.578,196.646,347.303,428.173,347.963,368.051,342.038,318.278,295.922,238.129,176.494,168.016,209.94,96.991,41.658,116.15,158.534,147.468,174.976,117.93,82.51,83.316,49.872,21.216,8.425,3.855,0,4.754,154.323,106.335,68.534,24.611,35.209,82.337,72.486,29.061,102.093,83.025,95.861,122.064,85.92,156.082,194.259,181.537,273.842,277.195,268.049,373.856,373.892,390.375,453.436,476.343,600.222,669.513,537.593,620.527,652.263,705.083,727.098,811.018,816.038,856.446,903.154,895.515,991.086,887.522,863.682,806.034,913.861,1005.092,1029.925,1136.192,1140.331,1160.472,1198.23,1047.695,1168.199,1236.255,1375.293,1305.137,1433.402,1506.763,1483.441,1583.646,1515.444,1622.115,1713.778,1548.524,1526.527,1556.957,1585.723,1603.943,1661.017,1632.107
TrondheimO,489.967,498.123,496.533,501.243,524.725,551.655,583.598,582.58,541.159,479.543,456.091,487.567,502.71,483.968,531.908,568.468,640.981,647.611,566.823,606.759,691.097,717.101,742.263,759.476,805.399,803.117,855.182,887.572,920.67,918.213,912.339,811.268,773.397,762.479,749.609,967.304,948.221,954.165,923.971,841.732,899.977,897.467,893.477,882.779,793.834,816.128,822.944,824.353,853.117,785.228,789.935,758.635,717.24,763.306,745.287,714.559,726.537,727.297,732.364,702.72,676.451,677.789,631.207,695.634,694.316,685.166,675.456,711.555,566.032,495.658,513.783,410.479,464.971,454.686,404.861,384.289,397.073,354.721,348.528,274.125,276.189,466.598,284.807,406.501,204.969,193.978,201.046,351.703,432.573,352.363,372.451,346.438,322.678,300.322,242.529,180.894,172.416,214.34,101.391,46.058,120.55,162.934,151.868,179.376,122.33,86.91,87.716,54.272,25.616,13,8.023,4.575,0,158.723,110.735,63.78,19.857,31.404,78.046,67.732,32.479,106.493,78.271,99.279,117.31,89.338,159.5,197.677,184.955,269.088,272.441,271.467,369.102,369.138,385.621,448.682,471.589,603.64,672.931,532.839,615.773,647.509,700.329,722.344,806.264,811.284,851.692,898.4,890.761,986.332,882.768,858.928,801.28,909.107,1000.338,1025.171,1131.438,1135.577,1155.718,1193.476,1042.941,1163.445,1231.501,1370.539,1301.04,1429.305,1502.666,1478.687,1578.892,1510.69,1618.018,1709.681,1544.427,1522.43,1552.86,1581.626,1607.361,1656.92,1628.01
Roros,374.386,382.542,380.952,385.662,409.144,436.074,468.017,466.999,425.578,363.962,340.51,377.546,388.796,370.054,417.994,458.16,525.4,537.303,451.242,491.178,580.789,601.52,626.682,643.895,689.818,687.536,739.601,771.991,805.089,802.632,796.758,695.687,663.089,652.171,634.028,851.723,832.64,866.775,876.845,769.435,852.745,850.341,846.351,810.482,725.907,754.978,775.818,784.141,812.626,745.352,728.785,679.746,656.09,702.156,686.597,673.585,685.563,698.653,677.218,644.03,615.301,616.639,572.517,665.699,681.153,672.003,662.293,698.392,507.342,483.408,504.434,429.261,483.753,339.105,289.28,268.708,287.052,240.807,190.185,153.32,222.006,352.684,261.011,296.48,46.246,79.078,177.25,237.789,318.659,357.373,437.764,411.999,388.239,282.384,308.475,268.304,221.404,303.454,188.517,167.287,241.779,284.163,273.097,300.605,153.528,134.627,135.433,104.881,136.008,157.184,151.895,154.895,159.368,0,49.242,141.898,175.01,182.214,220.086,218.542,177.866,227.722,229.081,244.666,268.12,234.725,304.887,343.064,330.342,419.704,423.057,416.854,519.718,519.754,536.237,599.298,622.205,749.027,818.318,683.455,766.389,798.125,850.945,872.96,956.88,961.9,1002.308,1049.016,1041.377,1136.948,1033.384,1009.544,951.896,1059.723,1151.022,1175.787,1282.122,1286.261,1306.402,1344.16,1193.625,1314.061,1382.117,1460.238,1329.619,1457.884,1531.245,1568.386,1668.591,1600.389,1646.597,1738.26,1573.006,1551.009,1581.439,1610.205,1554.738,1685.499,1656.589
Haltdalen,422.818,430.974,429.384,434.094,457.576,484.506,516.449,515.431,474.01,412.394,388.942,425.978,437.228,418.486,466.426,506.592,573.832,585.735,499.674,539.61,629.221,649.952,675.114,692.327,738.25,735.968,788.033,820.423,853.521,851.064,845.19,744.119,711.521,700.603,682.46,900.155,881.072,915.207,925.277,817.867,901.177,898.773,894.783,858.914,774.339,803.41,824.25,832.573,861.058,793.784,777.217,728.178,704.522,750.588,735.029,722.017,733.995,741.043,725.65,692.462,663.733,665.071,620.949,709.38,708.062,698.912,689.202,725.301,555.774,531.84,527.529,444.526,499.018,387.537,337.712,317.14,335.484,289.239,238.617,201.752,270.438,401.116,284.106,344.912,94.678,127.51,200.345,286.221,367.091,380.468,406.498,382.017,358.257,305.479,276.576,220.013,189.505,255.036,140.099,118.869,193.361,235.745,224.679,252.187,121.629,86.209,87.015,56.463,87.59,108.766,103.477,106.477,110.95,48.812,0,170.515,126.592,138.139,184.781,174.467,129.448,179.304,185.006,196.248,224.045,186.307,256.469,294.646,281.924,375.823,379.176,368.436,475.837,475.873,492.356,555.417,578.324,700.609,769.9,639.574,722.508,754.244,807.064,829.079,912.999,918.019,958.427,1005.135,997.496,1093.067,989.503,965.663,908.015,1015.842,1107.073,1131.906,1238.173,1242.312,1262.453,1300.211,1149.676,1270.18,1338.236,1477.274,1376.398,1504.663,1578.024,1585.422,1685.627,1617.425,1693.376,1784.22,1619.785,1596.969,1627.399,1656.984,1601.517,1732.278,1703.437
Selbu,515.516,523.672,522.082,526.792,550.274,577.204,609.147,608.129,566.708,505.092,481.64,518.676,529.926,511.184,559.124,599.29,666.53,678.433,592.372,632.308,721.919,742.65,767.812,785.025,830.948,828.666,880.731,913.121,946.219,943.762,937.888,836.817,804.219,793.301,775.158,992.853,973.77,1007.905,983.714,904.598,959.72,957.21,953.22,945.645,856.7,878.994,882.687,884.096,912.86,844.971,852.801,820.876,780.106,826.172,808.153,774.302,786.28,787.04,792.107,765.586,739.317,740.655,694.073,755.377,754.059,744.909,735.199,771.298,628.898,558.524,573.526,470.222,524.714,480.235,430.41,409.838,428.182,381.937,331.315,294.45,328.805,493.814,337.423,437.61,187.376,220.208,253.662,378.919,459.789,412.106,432.194,406.181,382.421,358.796,302.272,240.637,232.159,267.705,161.134,105.801,180.293,222.677,211.611,239.119,174.946,139.526,140.332,106.888,75.735,75.144,67.766,67.441,63.743,141.902,158.088,0,44.184,40.758,84.293,77.086,95.345,166.236,87.625,131.093,126.664,152.204,199.246,212.954,200.232,278.248,281.601,286.744,378.262,378.298,394.781,457.842,480.749,667.383,736.674,541.999,624.933,656.669,709.489,731.504,815.424,820.444,860.852,907.56,899.921,995.492,891.928,868.088,810.44,918.267,1009.498,1034.331,1140.598,1144.737,1164.878,1202.636,1052.101,1172.605,1240.661,1379.699,1307.791,1436.056,1509.417,1487.847,1588.052,1519.85,1624.769,1716.432,1551.178,1529.181,1559.611,1588.377,1662.378,1663.671,1634.761
Hommelvik,505.783,513.939,512.349,517.059,540.541,567.471,599.414,598.396,556.975,495.359,471.907,503.383,518.526,499.784,547.724,584.284,656.797,663.427,582.639,622.575,706.913,732.917,758.079,775.292,821.215,818.933,870.998,903.388,936.486,934.029,928.155,827.084,789.213,778.295,765.425,983.12,964.037,969.981,939.787,860.671,915.793,913.283,909.293,901.718,812.773,835.067,838.76,840.169,868.933,801.044,808.874,777.574,736.179,782.245,764.226,730.375,742.353,743.113,748.18,721.659,695.39,696.728,650.146,711.45,710.132,700.982,691.272,727.371,584.971,514.597,529.599,426.295,480.787,470.502,420.677,400.105,412.889,370.537,364.344,289.941,292.005,482.414,300.623,422.317,220.785,209.794,216.862,367.519,448.389,368.179,388.267,362.254,338.494,316.138,258.345,196.71,188.232,230.156,117.207,61.874,136.366,178.75,167.684,195.192,138.146,102.726,103.532,70.088,41.432,31.217,23.839,23.514,19.816,174.539,126.551,44.117,0,11.741,58.383,48.069,51.418,122.309,58.608,102.076,97.647,108.277,170.229,183.937,171.215,249.231,252.584,257.727,349.245,349.281,365.764,428.825,451.732,623.456,692.747,512.982,595.916,627.652,680.472,702.487,786.407,791.427,831.835,878.543,870.904,966.475,862.911,839.071,781.423,889.25,980.481,1005.314,1111.581,1115.72,1135.861,1173.619,1023.084,1143.588,1211.644,1350.682,1281.183,1409.448,1482.809,1458.83,1559.035,1490.833,1598.161,1689.824,1524.57,1502.573,1533.003,1561.769,1626.548,1637.063,1608.153
Stjordal,517.296,525.452,523.862,528.572,552.054,578.984,610.927,609.909,568.488,506.872,483.42,514.896,530.039,511.297,559.237,595.797,668.31,674.94,594.152,634.088,718.426,744.43,769.592,786.805,832.728,830.446,882.511,914.901,947.999,945.542,939.668,838.597,800.726,789.808,776.938,994.633,975.55,981.494,951.3,872.184,927.306,924.796,920.806,913.231,824.286,846.58,850.273,851.682,880.446,812.557,820.387,789.087,747.692,793.758,775.739,741.888,753.866,754.626,759.693,733.172,706.903,708.241,661.659,722.963,721.645,712.495,702.785,738.884,596.484,526.11,541.112,437.808,492.3,482.015,432.19,411.618,424.402,382.05,372.174,301.454,303.518,493.927,312.136,433.83,228.235,221.307,228.375,379.032,459.902,379.692,399.78,373.767,350.007,327.651,269.858,208.223,199.745,235.291,128.72,73.387,147.879,190.263,179.197,206.705,149.659,114.239,115.045,81.601,52.945,42.73,35.352,35.027,31.329,182.761,138.064,41.301,11.77,0,47.128,39.9,62.931,133.822,50.439,93.907,89.478,120.047,162.06,175.768,163.046,241.062,244.415,249.558,341.076,341.112,357.595,420.656,443.563,634.969,704.26,504.813,587.747,619.483,672.303,694.318,778.238,783.258,823.666,870.306,862.735,958.306,854.742,830.902,773.254,881.081,972.312,997.145,1103.412,1107.551,1127.692,1165.45,1014.915,1135.419,1203.475,1342.513,1269.928,1398.193,1471.554,1450.661,1550.866,1482.664,1586.906,1678.569,1513.315,1491.318,1521.748,1550.514,1624.515,1625.808,1596.898
Meraaker,563.978,572.134,570.544,575.254,598.736,625.666,657.609,656.591,615.17,553.554,530.102,561.578,576.721,557.979,605.919,642.479,714.992,721.622,640.834,680.77,765.108,791.112,816.274,833.487,879.41,877.128,929.193,961.583,994.681,992.224,986.35,885.279,847.408,836.49,823.62,1041.315,1022.232,1028.176,997.982,918.866,973.988,971.478,967.488,959.913,870.968,893.262,896.955,898.364,927.128,859.239,867.069,835.769,794.374,840.44,822.421,788.57,800.548,801.308,806.375,779.854,753.585,754.923,708.341,769.645,768.327,759.177,749.467,785.566,643.166,572.792,587.794,484.49,538.982,528.697,478.872,458.3,471.084,428.732,418.856,348.136,350.2,540.609,358.818,480.512,274.917,267.989,275.057,425.714,506.584,426.374,446.462,420.449,396.689,374.333,316.54,254.905,246.427,282.361,175.402,120.069,194.561,236.945,225.879,253.387,196.341,160.921,161.727,128.283,99.627,89.412,82.034,81.709,78.011,229.443,184.746,87.983,58.452,47.07,0,86.97,109.613,180.761,97.121,140.589,136.16,166.729,208.742,222.45,209.728,287.744,291.097,296.24,387.758,387.794,404.277,467.338,490.245,681.651,750.942,551.495,634.429,666.165,718.985,741,824.92,829.94,870.348,917.056,909.417,1004.988,901.424,877.584,819.936,927.763,1019.062,1043.827,1150.162,1154.301,1174.442,1212.2,1061.597,1182.101,1250.157,1354.117,1223.498,1351.763,1425.124,1462.265,1562.47,1494.268,1540.476,1632.139,1466.885,1444.888,1475.318,1504.084,1578.085,1579.378,1550.468
Frosta,553.567,561.723,560.133,564.843,588.325,615.255,647.198,646.18,604.759,543.143,519.691,551.167,566.31,547.568,595.508,632.068,704.581,711.211,630.423,670.359,754.697,780.701,805.863,823.076,868.999,866.717,918.782,951.172,984.27,981.813,975.939,874.868,836.997,826.079,813.209,1030.904,1011.821,1017.765,987.571,908.712,963.577,961.067,957.077,949.759,860.814,883.108,886.544,887.953,916.717,848.828,856.915,825.615,784.22,830.286,812.267,778.159,790.137,790.897,795.964,769.7,743.431,744.769,698.187,759.234,757.916,748.766,739.056,775.155,633.012,562.638,577.383,474.079,528.571,518.286,468.461,447.889,460.673,418.321,408.445,337.725,339.789,530.198,348.407,470.101,264.506,257.578,264.646,415.303,496.173,415.963,436.051,410.038,386.278,363.922,306.129,244.494,236.016,271.562,164.991,109.658,184.15,226.534,215.468,242.976,185.93,150.51,151.316,117.872,89.216,79.001,71.623,71.298,67.6,219.032,174.335,77.572,48.041,40.011,86.653,0,99.459,170.35,39.924,83.392,78.963,156.318,151.545,165.253,152.531,230.547,233.9,239.043,330.561,330.597,347.08,410.141,433.048,671.24,740.531,494.298,577.232,608.968,661.788,683.803,767.723,772.743,813.151,859.791,852.22,947.791,844.227,820.387,762.739,870.566,961.797,986.63,1092.897,1097.036,1117.177,1154.935,1004.4,1124.836,1192.892,1331.93,1288.247,1416.512,1489.873,1440.078,1540.283,1472.081,1605.225,1696.888,1531.634,1509.637,1540.067,1568.833,1642.834,1644.127,1615.217
Vanvikan,508.627,516.783,515.193,519.903,543.385,570.315,602.258,601.24,559.819,498.203,474.751,506.227,521.37,502.628,550.568,587.128,659.641,666.271,585.483,625.419,709.757,735.761,760.923,778.136,824.059,821.777,873.842,906.232,939.33,936.873,930.999,829.928,792.057,781.139,768.269,951.765,961.387,935.71,905.516,809.253,881.416,879.012,875.022,850.3,761.355,783.649,804.489,810.338,839.102,771.549,757.456,726.156,684.761,730.827,712.808,699.782,711.76,721.865,701.892,670.241,643.972,645.31,598.728,688.911,704.365,695.215,685.505,721.604,533.553,463.179,532.163,428.859,483.351,473.346,423.521,402.949,415.733,373.381,367.188,292.785,294.849,485.258,303.467,425.161,223.629,212.638,219.706,370.363,451.233,370.743,390.831,364.818,341.058,318.702,260.909,199.274,190.796,232.72,119.771,64.438,138.93,181.314,170.248,197.756,140.99,105.57,106.376,72.932,44.276,33.377,32.481,30.439,32.597,177.383,129.395,95.428,51.505,63.052,109.888,99.574,0,74.988,110.113,66.8,106.039,58.807,128.969,165.198,152.476,252.082,255.435,238.988,352.096,352.132,368.615,431.676,454.583,630.661,699.952,515.833,598.767,630.503,683.323,705.338,789.258,794.278,834.686,881.326,873.755,969.326,865.762,841.922,784.274,892.101,983.332,1008.165,1114.432,1118.571,1138.712,1176.47,1025.935,1146.371,1214.427,1353.465,1332.688,1460.953,1525.057,1461.613,1561.818,1493.616,1641.067,1741.329,1567.476,1554.078,1584.508,1613.274,1575.13,1688.568,1659.658
Brekstad,535.41,543.566,541.976,546.686,570.168,597.098,629.041,628.023,586.602,524.986,501.534,533.01,548.153,529.411,577.351,613.911,686.424,693.054,612.266,652.202,736.54,762.544,787.706,804.919,850.842,848.56,900.625,933.015,966.113,963.656,957.782,856.711,818.84,807.922,795.052,978.493,988.115,962.438,932.244,835.981,908.144,905.74,901.75,877.028,788.083,810.377,831.217,837.066,865.83,798.277,784.184,752.884,711.489,757.555,739.536,726.51,738.488,741.804,728.62,696.969,670.7,672.038,625.456,710.141,708.823,699.673,689.963,726.062,560.281,489.907,528.29,424.986,479.478,500.129,450.304,429.732,442.516,400.164,410.879,319.568,321.632,512.041,330.25,451.944,251.837,239.421,246.489,397.146,478.016,366.87,386.958,362.477,338.717,315.124,257.036,195.401,188.5,230.175,117.475,62.716,130.717,173.101,162.035,189.543,167.773,132.121,131.233,124.189,95.533,106.02,100.731,103.731,105.526,228.64,180.652,167.769,123.846,135.393,182.229,171.915,74.877,0,152.63,108.727,149.37,59.8,129.962,202.523,189.801,289.407,292.76,276.313,389.421,389.457,405.94,469.001,491.908,698.389,767.68,553.158,636.092,667.828,720.648,742.663,826.583,831.603,872.011,918.651,911.08,1006.651,903.087,879.247,821.599,929.426,1020.657,1045.49,1151.757,1155.896,1176.037,1213.795,1063.26,1183.696,1251.752,1390.79,1393.342,1521.593,1562.382,1498.938,1599.143,1530.941,1678.392,1787.004,1604.801,1614.732,1645.162,1673.928,1649.759,1749.222,1720.312
Levanger,563.928,572.084,570.494,575.204,598.686,625.616,657.559,656.541,615.12,553.504,530.052,561.528,576.671,557.929,605.869,642.429,714.942,721.572,640.784,680.72,765.058,791.062,816.224,833.437,879.36,877.078,929.143,961.533,994.631,992.174,986.3,885.229,847.358,836.44,823.57,1041.265,1022.182,1028.126,997.932,919.073,973.938,971.428,967.438,960.12,871.175,893.469,896.905,898.314,927.078,859.189,867.276,835.976,794.581,840.647,822.628,788.52,800.498,801.258,806.325,780.061,753.792,755.13,708.548,769.595,768.277,759.127,749.417,785.516,643.373,572.999,587.744,484.44,538.932,528.647,478.822,458.25,471.034,428.682,418.806,348.086,350.15,540.559,358.768,480.462,274.867,267.939,275.007,425.664,506.534,426.324,446.412,420.399,396.639,374.283,316.49,254.855,246.377,285.663,175.352,120.019,194.511,236.895,225.829,253.337,196.291,160.871,161.677,128.233,99.577,89.362,81.984,81.659,77.961,229.393,184.696,87.933,58.402,50.372,97.014,39.834,109.82,154.914,0,46.076,41.647,137.329,114.229,127.937,115.215,193.231,196.584,201.727,293.245,293.281,309.764,372.825,395.732,681.601,712.613,456.982,539.916,571.652,624.472,646.487,730.407,735.427,775.835,822.475,814.904,910.475,806.911,783.071,725.423,833.25,924.481,949.314,1055.581,1059.72,1079.861,1117.619,967.084,1087.52,1155.576,1294.614,1256.599,1384.864,1458.225,1402.762,1502.967,1434.765,1573.577,1665.24,1499.986,1477.989,1508.419,1531.517,1611.186,1606.811,1577.901
Mosvik,575.179,583.335,581.745,586.455,609.937,636.867,668.81,667.792,626.371,564.755,541.303,572.779,587.922,569.18,617.12,653.68,726.193,732.823,652.035,691.971,776.309,802.313,827.475,844.688,890.611,888.329,940.394,972.784,1005.882,1003.425,997.551,896.48,858.609,847.691,834.821,1018.317,1027.939,1002.262,972.068,875.805,947.968,945.564,941.574,916.852,827.907,850.201,871.041,876.89,905.654,838.101,824.008,792.708,751.313,797.379,779.36,766.334,778.312,788.417,768.444,736.793,710.524,711.862,665.28,755.463,770.917,761.767,752.057,788.156,600.105,529.731,598.715,495.411,549.903,539.898,490.073,469.501,482.285,439.933,433.74,359.337,361.401,551.81,370.019,491.713,290.181,279.19,286.258,436.915,517.785,437.295,457.383,431.37,407.61,385.254,327.461,265.826,257.348,299.272,186.323,130.99,205.482,247.866,236.8,264.308,207.542,172.122,172.928,139.484,111.076,100.177,99.281,97.239,99.397,243.935,195.947,131.577,102.046,94.016,140.658,83.478,66.8,108.838,45.875,0,40.643,92.657,113.225,126.933,114.211,192.227,195.58,200.723,292.241,292.277,308.76,371.821,394.728,697.461,711.609,455.978,538.912,570.648,623.468,645.483,729.403,734.423,774.831,821.471,813.9,909.471,805.907,782.067,724.419,832.246,923.477,948.31,1054.577,1058.716,1078.857,1116.615,966.08,1086.516,1154.572,1293.61,1284.615,1412.866,1465.202,1401.758,1501.963,1433.761,1581.212,1689.824,1507.621,1506.005,1536.435,1565.201,1639.202,1640.495,1611.585
